Term,Category Code,Category Name,Tweet,Example Tweet Tokens,Example Tweet Tags
most inspiring thing,T11,"Personal updates, updates about loved ones, sympathy",RT @blackpumahat: Most inspiring thing  - News stations reporting racers from #bostonmarathon running from finish line to nearby hospita ...,RT @blackpumahat : Most inspiring thing - News stations reporting racers from #bostonmarathon running from finish line to nearby hospita ...,"~ @ ~ A A N , ^ N V N P ^ V P V N P A G ~"
must share,T11,"Personal updates, updates about loved ones, sympathy",@Alyssa_Milano #Humanity still Alive....! We #Salute these Guys.. Must share this #Uttarakhand save life give life http://t.co/Em3V08WMLz,@Alyssa_Milano #Humanity still Alive ....! We #Salute these Guys .. Must share this #Uttarakhand save life give life http://t.co/Em3V08WMLz,"@ # R A , O V D N , V V D ^ V N V N U"
my aunts are safe,T11,"Personal updates, updates about loved ones, sympathy",Yey. My aunts are safe! #lindol,Yey . My aunts are safe ! #lindol,"! , D N V A , #"
my city is on fire,T11,"Personal updates, updates about loved ones, sympathy","RT @purplewindows: @Ian_IPS Normally wouldn't ask, but need prayers. My city is on fire Colorado Springs CO many business and homes effe ...","RT @purplewindows : @Ian_IPS Normally wouldn't ask , but need prayers . My city is on fire Colorado Springs CO many business and homes effe ...","~ @ ~ @ R V V , & V N , D N V P ^ ^ ^ ^ A N & N G ~"
my country,T11,"Personal updates, updates about loved ones, sympathy","RT @EXOseoul: [Admin Lou] A 7.2 magnitude earthquake just hit my country, the Philippines (specifically central PH) this (cont) http://t.co...","RT @EXOseoul : [ Admin Lou ] A 7.2 magnitude earthquake just hit my country , the Philippines ( specifically central PH ) this ( cont ) http://t.co ...","~ @ ~ , N ^ , D $ N N R V D N , D ^ , R A N , O , ~ , U ,"
my dads,T11,"Personal updates, updates about loved ones, sympathy","my dads so worried about his mama and fam in the philippines after the earthquake, trying to talk to anyone up there to see if their okay.","my dads so worried about his mama and fam in the philippines after the earthquake , trying to talk to anyone up there to see if their okay .","D N P A P D N & N P D N P D N , V P V P V T R P V P D A ,"
my friends,T11,"Personal updates, updates about loved ones, sympathy",RT @donmoen: Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol. May God comfort and st...,RT @donmoen : Join me in praying for my friends in Philippines today in the wake of a major earthquake hitting Bohol . May God comfort and st ...,"~ @ ~ V O P V P D N P ^ N P D N P D A N V ^ , ^ ^ N & N ,"
my gut tells me,T11,"Personal updates, updates about loved ones, sympathy",Summer is just starting. there has been over 100000 acres of land &amp; homes burned up in Colorado from wildfires my gut tells me long summer,Summer is just starting . there has been over 100000 acres of land & homes burned up in Colorado from wildfires my gut tells me long summer,"N V R V , R V V P $ N P N & N V T P ^ P N D N V O A N"
my heart and thoughts go out to,T11,"Personal updates, updates about loved ones, sympathy",RT @LisaLoeb: My heart and thoughts go out to those  in the Philippines who have been affected by the terrible earthquake.,RT @LisaLoeb : My heart and thoughts go out to those in the Philippines who have been affected by the terrible earthquake .,"~ @ ~ D N & N V P P O P D ^ O V V V P D A N ,"
my heart goes out to,T11,"Personal updates, updates about loved ones, sympathy",My heart goes out to all the people who had to experience the horrible earthquake in Bohol. Let's pray for them. God Bless! #PrayForVisayas,My heart goes out to all the people who had to experience the horrible earthquake in Bohol . Let's pray for them . God Bless ! #PrayForVisayas,"D N V T P X D N O V P V D A N P ^ , L V P O , ^ V , #"
my love & prayers,T11,"Personal updates, updates about loved ones, sympathy",Sending my love &amp; prayers to the wonderful and kind people of Cebu &amp; Bohol... #PrayForBohol  #PrayForCebu,Sending my love & prayers to the wonderful and kind people of Cebu & Bohol ... #PrayForBohol #PrayForCebu,"V D N & N P D A & A N P ^ & ^ , # #"
my papa and siblings,T11,"Personal updates, updates about loved ones, sympathy",#PrayForVisayas my papa and siblings are there :(,#PrayForVisayas my papa and siblings are there :(,# D ^ & N V R E
my prayers are w/,T11,"Personal updates, updates about loved ones, sympathy","My prayers are w/ our brothers &amp; sisters affected by strong earthquakes, there’s always a rainbow after the rain. Trust Him! #PrayForVisayas","My prayers are w/ our brothers & sisters affected by strong earthquakes , there’s always a rainbow after the rain . Trust Him ! #PrayForVisayas","D N V P D N & N V P A N , L R D N P D N , V O , #"
my prayers go out to everyone,T11,"Personal updates, updates about loved ones, sympathy",RT @DrOz: My prayers go out to everyone in the Colorado Springs area. Stay safe!,RT @DrOz : My prayers go out to everyone in the Colorado Springs area . Stay safe !,"~ @ ~ D N V P P N P D ^ ^ ^ , V A ,"
my prayers go out to the people,T11,"Personal updates, updates about loved ones, sympathy",Damn. My prayers go out to the people who were injured and the people who died in the Metro-North train derailment..,Damn . My prayers go out to the people who were injured and the people who died in the Metro-North train derailment ..,"! , D N V P P D N O V A & D N O V P D ^ N V ,"
my relatives,T11,"Personal updates, updates about loved ones, sympathy",Thanks god all my relatives in bohol are okay...keep safe always. #PrayForVisayas,Thanks god all my relatives in bohol are okay ... keep safe always . #PrayForVisayas,"N ^ X D N P ^ V A , V A R , #"
my thoughts,T11,"Personal updates, updates about loved ones, sympathy",346 homes destroyed in Colorado and 1 person found dead..my thoughts and prays are with the people of Colorado Springs during this time!!!,346 homes destroyed in Colorado and 1 person found dead .. my thoughts and prays are with the people of Colorado Springs during this time !!!,"$ N V P ^ & $ N V A , D N & N V P D N P ^ ^ P D N ,"
my thoughts & prayers,T11,"Personal updates, updates about loved ones, sympathy",RT @jayillin: My thoughts &amp; prayers go out to those who were affected by the disaster in #Bohol Philippines. I was there recently and I lov...,RT @jayillin : My thoughts & prayers go out to those who were affected by the disaster in #Bohol Philippines . I was there recently and I lov ...,"~ @ ~ D N & N V P P O O V V P D N P ^ ^ , O V R R & O V ,"
my thoughts & prayers are for,T11,"Personal updates, updates about loved ones, sympathy",RT @NajibRazak: My thoughts &amp; prayers are for the victims of the Pakistan earthquake. I pray for the people's safety and resilience in this...,RT @NajibRazak : My thoughts & prayers are for the victims of the Pakistan earthquake . I pray for the people's safety and resilience in this ...,"~ @ ~ D N & N V P D N P D ^ N , O V P D S N & N P O ,"
my thoughts & prayers go out,T11,"Personal updates, updates about loved ones, sympathy","RT @Fergie: My thoughts &amp; prayers go out 2 the #SantaMaria nightclub fire victims, their families &amp; loved ones. My ❤ is w/ u #Br ...","RT @Fergie : My thoughts & prayers go out 2 the #SantaMaria nightclub fire victims , their families & loved ones . My ❤ is w/ u #Br ...","~ @ ~ D N & N V P P D ^ N N N , D N & V N , D N V P O G ~"
my thoughts & prayers go out to,T11,"Personal updates, updates about loved ones, sympathy","RT @Big_Jon_Hunton: My thoughts &amp; prayers go out to all the families affected by the refinery explosion in Amuay, Falcón, Venezuela  ...","RT @Big_Jon_Hunton : My thoughts & prayers go out to all the families affected by the refinery explosion in Amuay , Falcón , Venezuela ...","~ @ ~ D N & N V P P X D N V P D N N P ^ , ^ , ^ ,"
my thoughts & prayers go out to the people,T11,"Personal updates, updates about loved ones, sympathy",RT @ICanRel8_: My thoughts &amp; prayers go out to the people in the Philippines affected by this typhoon.,RT @ICanRel8_ : My thoughts & prayers go out to the people in the Philippines affected by this typhoon .,"~ @ ~ D N & N V P P D N P D ^ V P D N ,"
my thoughts and prayers,T11,"Personal updates, updates about loved ones, sympathy",RT @maleamcguinness: My thoughts and prayers with everyone at the #Boston Marathon...it is so disheartening what humans do to one another,RT @maleamcguinness : My thoughts and prayers with everyone at the #Boston Marathon ... it is so disheartening what humans do to one another,"~ @ ~ D N & N P N P D ^ ^ , O V R A O N V P $ D"
my thoughts and prayers are,T11,"Personal updates, updates about loved ones, sympathy",RT @twhiddleston: The Boston Marathon bombing is horrifying and chilling. My thoughts and prayers are with victims and families.,RT @twhiddleston : The Boston Marathon bombing is horrifying and chilling . My thoughts and prayers are with victims and families .,"~ @ ~ D ^ N V V A & V , D N & N V P N & N ,"
my thoughts and prayers are with,T11,"Personal updates, updates about loved ones, sympathy",RT @DrOz: My thoughts and prayers are with everyone who was touched by the earthquake in the Philippines.,RT @DrOz : My thoughts and prayers are with everyone who was touched by the earthquake in the Philippines .,"~ @ ~ D N & N V P N O V V P D N P D N ,"
my thoughts and prayers go out to,T11,"Personal updates, updates about loved ones, sympathy",RT @Cadizzlemore: My thoughts and prayers go out to those affected by the bombs in Boston... this is all just so horrible. #prayforboston,RT @Cadizzlemore : My thoughts and prayers go out to those affected by the bombs in Boston ... this is all just so horrible . #prayforboston,"~ @ ~ D N & N V P P O V P D N P ^ , O V D R R A , #"
my thoughts and prayers go out to everyone,T11,"Personal updates, updates about loved ones, sympathy",Wow. 20 innocent people dead. Just so devastating. My thoughts and prayers go out to everyone effected by the tragedy of Lac Megantic,Wow . 20 innocent people dead . Just so devastating . My thoughts and prayers go out to everyone effected by the tragedy of Lac Megantic,"! , $ A N A , R R A , D N & N V P P N V P D N P ^ ^"
my thoughts and prayers go to,T11,"Personal updates, updates about loved ones, sympathy",RT @paugasol: Shocked by the shooting at LAX this morning. My thoughts and prayers go to the victims of this terrible incident.,RT @paugasol : Shocked by the shooting at LAX this morning . My thoughts and prayers go to the victims of this terrible incident .,"~ @ ~ V P D N P ^ D N , D N & N V P D N P D A N ,"
my thoughts and prayers go to the families,T11,"Personal updates, updates about loved ones, sympathy",RT @PKTKD2951: My thoughts and prayers go to the families affected by the explosion in Texas #prayfortexas,RT @PKTKD2951 : My thoughts and prayers go to the families affected by the explosion in Texas #prayfortexas,~ @ ~ D N & N V P D N V P D N P ^ #
my thoughts and wishes go out to,T11,"Personal updates, updates about loved ones, sympathy",RT @FinnHarries: My thoughts and wishes go out to those effected in the Boston explosions. Such a sad and terrible thing to happen. #pra ...,RT @FinnHarries : My thoughts and wishes go out to those effected in the Boston explosions . Such a sad and terrible thing to happen . #pra ...,"~ @ ~ D N & V V P P O V P D ^ N , A D A & A N P V , G ~"
my thoughts are,T11,"Personal updates, updates about loved ones, sympathy","RT @andersoncooper: My thoughts are also with all those in West, Texas. So many first responders killed there in fertilizer plant explosion.","RT @andersoncooper : My thoughts are also with all those in West , Texas . So many first responders killed there in fertilizer plant explosion .","~ @ ~ D N V R P D O P ^ , ^ , R A A N V R P N N N ,"
my thoughts are with,T11,"Personal updates, updates about loved ones, sympathy","@MargotMicallef OMG, Margot, this looks and sounds terrible. My thoughts are with you and all the people affected by the #ABflood","@MargotMicallef OMG , Margot , this looks and sounds terrible . My thoughts are with you and all the people affected by the #ABflood","@ ! , ^ , O V & V A , D N V P O & D D N V P D ^"
my thoughts go out to,T11,"Personal updates, updates about loved ones, sympathy",Just reading about the helicopter crash in glasgow. My thoughts go out to all the family and friends of those involved.,Just reading about the helicopter crash in glasgow . My thoughts go out to all the family and friends of those involved .,"R V P D N V P ^ , D N V P P X D N & N P O V ,"
my thoughts go out to everybody,T11,"Personal updates, updates about loved ones, sympathy",RT @damnitstrue: My thoughts go out to everybody in Jakarta. I hope you all are doing ok. Stay safe! #PrayForJakarta 🙏,RT @damnitstrue : My thoughts go out to everybody in Jakarta . I hope you all are doing ok . Stay safe ! #PrayForJakarta 🙏,"~ @ ~ D N V P P N P ^ , O V O D V V ! , V A , # E"
my thoughts go out to everyone,T11,"Personal updates, updates about loved ones, sympathy",RT @TonyAbbottMHR: My thoughts go out to everyone battling floods in QLD. The emergency services doing everything to keep people safe ha ...,RT @TonyAbbottMHR : My thoughts go out to everyone battling floods in QLD . The emergency services doing everything to keep people safe ha ...,"~ @ ~ D N V P P N V N P ^ , D N N V N P V N A ! ,"
my thoughts go out to the families,T11,"Personal updates, updates about loved ones, sympathy",Read about the helicopter crash in Glaschu(which is green and white btw Rangers).. My thoughts go out to the families of the fallen...,Read about the helicopter crash in Glaschu(which is green and white btw Rangers ) .. My thoughts go out to the families of the fallen ...,"V P D N V P O V A & A G ^ , , D N V P P D N P D A ,"
